Year,Week,Movie,Viewers
2022,17,"Kırmızı
 11 Mart 2022",55
2022,17,"Morbius
 1 Nisan 2022",109
2022,18,"Fantastik Canavarlar: Dumbledore'un Sırları
 15 Nisan 2022",358
2022,18,"Kirpi Sonic 2
 8 Nisan 2022",337
2022,18,"Kim Demiş Kötüyüz Diye?
 29 Nisan 2022",280
2022,18,"Zebun
 29 Nisan 2022",222
2022,18,"Kuzeyli
 22 Nisan 2022",154
2022,18,"Cesur İtfaiyeci
 22 Nisan 2022",248
2022,18,"Tam Kafadan Karavana
 29 Nisan 2022",205
2022,18,"Bergen
 4 Mart 2022",187
2022,18,"Yetenekli Bay Cage
 29 Nisan 2022",111
2022,18,"İkiz
 29 Nisan 2022",129
2022,19,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",1110
2022,19,"Kim Demiş Kötüyüz Diye?
 29 Nisan 2022",280
2022,19,"Kirpi Sonic 2
 8 Nisan 2022",202
2022,19,"Fantastik Canavarlar: Dumbledore'un Sırları
 15 Nisan 2022",235
2022,19,"Zebun
 29 Nisan 2022",200
2022,19,"Erzurumlu Mümessil
 6 Mayıs 2022",93
2022,19,"Aşk Çağırırsan Gelir
 6 Mayıs 2022",160
2022,19,"Tam Kafadan Karavana
 29 Nisan 2022",139
2022,19,"Cesur İtfaiyeci
 22 Nisan 2022",114
2022,19,"Bergen
 4 Mart 2022",77
2022,20,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",1021
2022,20,"Jujutsu Kaisen 0: The Movie
 13 Mayıs 2022",118
2022,20,"Ejderham ve Ben
 13 Mayıs 2022",264
2022,20,"Kim Demiş Kötüyüz Diye?
 29 Nisan 2022",249
2022,20,"Kirpi Sonic 2
 8 Nisan 2022",139
2022,20,"Korku Takvimi
 13 Mayıs 2022",156
2022,20,"Kurtuluş Hattı
 13 Mayıs 2022",243
2022,20,"Tepki
 13 Mayıs 2022",136
2022,20,"Allah Yazdıysa Bozsun
 13 Mayıs 2022",214
2022,20,"Fantastik Canavarlar: Dumbledore'un Sırları
 15 Nisan 2022",112
2022,21,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",862
2022,21,"Jujutsu Kaisen 0: The Movie
 13 Mayıs 2022",131
2022,21,"Ejderham ve Ben
 13 Mayıs 2022",219
2022,21,"Kirpi Sonic 2
 8 Nisan 2022",104
2022,21,"After Ayrılık
 20 Mayıs 2022",211
2022,21,"Süper Yetenek 2
 19 Mayıs 2022",270
2022,21,"Cesur Balık Sihirli Dünyada
 19 Mayıs 2022",184
2022,21,"Kim Demiş Kötüyüz Diye?
 29 Nisan 2022",141
2022,21,"Şeytani
 20 Mayıs 2022",144
2022,21,"El Zebir
 20 Mayıs 2022",154
2022,22,"Top Gun: Maverick
 27 Mayıs 2022",788
2022,22,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",365
2022,22,"Hopper ve Çılgın Çetesi: Büyük Macera
 27 Mayıs 2022",263
2022,22,"İkinci Seans: AEEP
 27 Mayıs 2022",237
2022,22,"Kirpi Sonic 2
 8 Nisan 2022",78
2022,22,"Ejderham ve Ben
 13 Mayıs 2022",87
2022,22,"Cesur Balık Sihirli Dünyada
 19 Mayıs 2022",106
2022,22,"Kim Demiş Kötüyüz Diye?
 29 Nisan 2022",52
2022,22,"Dijital Esaret
 27 Mayıs 2022",161
2022,22,"Jujutsu Kaisen 0: The Movie
 13 Mayıs 2022",82
2022,23,"Top Gun: Maverick
 27 Mayıs 2022",673
2022,23,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",341
2022,23,"Hopper ve Çılgın Çetesi: Büyük Macera
 27 Mayıs 2022",246
2022,23,"YAKARI
 3 Haziran 2022",270
2022,23,"Şimdi Yandık
 3 Haziran 2022",302
2022,23,"Kirpi Sonic 2
 8 Nisan 2022",63
2022,23,"Adamlar
 3 Haziran 2022",121
2022,23,"Malazgirt 1071
 11 Şubat 2022",4
2022,23,"Semur 3: Kıyamet-i Cin
 3 Haziran 2022",115
2022,23,"Arınma Seansı - Tarot
 3 Haziran 2022",120
2022,24,"Jurassic World: Hâkimiyet
 10 Haziran 2022",861
2022,24,"Top Gun: Maverick
 27 Mayıs 2022",437
2022,24,"Mutlu Oyuncak Dükkanı
 10 Haziran 2022",316
2022,24,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",290
2022,24,"Karanlık Madde
 3 Haziran 2022",23
2022,24,"Hopper ve Çılgın Çetesi: Büyük Macera
 27 Mayıs 2022",141
2022,24,"Issız Ev
 10 Haziran 2022",112
2022,24,"Kirpi Sonic 2
 8 Nisan 2022",46
2022,24,"Şerr-i Cin
 10 Haziran 2022",105
2022,24,"YAKARI
 3 Haziran 2022",121
2022,25,"Jurassic World: Hâkimiyet
 10 Haziran 2022",665
2022,25,"Top Gun: Maverick
 27 Mayıs 2022",352
2022,25,"Mutlu Oyuncak Dükkanı
 10 Haziran 2022",324
2022,25,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",228
2022,25,"Asi Prenses
 17 Haziran 2022",197
2022,25,"Mühr-ü Musallat - Perihan
 17 Haziran 2022",106
2022,25,"Kirpi Sonic 2
 8 Nisan 2022",46
2022,25,"Geçmişe Dönüş
 17 Haziran 2022",153
2022,25,"Senkronik
 17 Haziran 2022",117
2022,25,"Son Seans: MTTH
 17 Haziran 2022",153
2022,26,"Jurassic World: Hâkimiyet
 10 Haziran 2022",400
2022,26,"Top Gun: Maverick
 27 Mayıs 2022",303
2022,26,"Siyah Telefon
 24 Haziran 2022",180
2022,26,"Mutlu Oyuncak Dükkanı
 10 Haziran 2022",309
2022,26,"Elvis
 24 Haziran 2022",293
2022,26,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",199
2022,26,"Asi Prenses
 17 Haziran 2022",179
2022,26,"Kirpi Sonic 2
 8 Nisan 2022",45
2022,26,"Gizemli Köy
 24 Haziran 2022",130
2022,26,"Mühr-ü Musallat - Perihan
 17 Haziran 2022",83
2022,27,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",670
2022,27,"Jurassic World: Hâkimiyet
 10 Haziran 2022",343
2022,27,"Top Gun: Maverick
 27 Mayıs 2022",199
2022,27,"Zir-i Cin
 1 Temmuz 2022",223
2022,27,"Siyah Telefon
 24 Haziran 2022",179
2022,27,"Elvis
 24 Haziran 2022",240
2022,27,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",149
2022,27,"Mutlu Oyuncak Dükkanı
 10 Haziran 2022",179
2022,27,"Evlat Olsa Sevilmez
 1 Temmuz 2022",120
2022,27,"Bir Kızla Tanıştım
 1 Temmuz 2022",109
2022,28,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",932
2022,28,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",557
2022,28,"Zir-i Cin
 1 Temmuz 2022",130
2022,28,"Jurassic World: Hâkimiyet
 10 Haziran 2022",231
2022,28,"Kan Kokusu
 8 Temmuz 2022",137
2022,28,"Top Gun: Maverick
 27 Mayıs 2022",86
2022,28,"Asmoday: Cin'ür - Racim
 8 Temmuz 2022",115
2022,28,"Siyah Telefon
 24 Haziran 2022",110
2022,28,"Çirkin Şansı
 8 Temmuz 2022",126
2022,28,"Elvis
 24 Haziran 2022",62
2022,29,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",904
2022,29,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",555
2022,29,"Jurassic World: Hâkimiyet
 10 Haziran 2022",192
2022,29,"Top Gun: Maverick
 27 Mayıs 2022",81
2022,29,"Zir-i Cin
 1 Temmuz 2022",99
2022,29,"Kan Kokusu
 8 Temmuz 2022",117
2022,29,"Babil-i Cin
 15 Temmuz 2022",106
2022,29,"Siyah Telefon
 24 Haziran 2022",74
2022,29,"Asmoday: Cin'ür - Racim
 8 Temmuz 2022",68
2022,29,"Elvis
 24 Haziran 2022",44
2022,30,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",697
2022,30,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",342
2022,30,"Sihirbazlar Akademisi
 22 Temmuz 2022",233
2022,30,"Çıkış Yok
 22 Temmuz 2022",184
2022,30,"Jurassic World: Hâkimiyet
 10 Haziran 2022",109
2022,30,"Top Gun: Maverick
 27 Mayıs 2022",63
2022,30,"Tanah
 22 Temmuz 2022",119
2022,30,"Zir-i Cin
 1 Temmuz 2022",57
2022,30,"Kehanet Ayasofya
 22 Temmuz 2022",115
2022,30,"Kan Kokusu
 8 Temmuz 2022",54
2022,31,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",348
2022,31,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",328
2022,31,"DC Süper Evciller Takımı
 29 Temmuz 2022",304
2022,31,"Vesvese: Cin Fısıltısı
 29 Temmuz 2022",142
2022,31,"Buluttaki Gölge
 29 Temmuz 2022",134
2022,31,"Bergen
 4 Mart 2022",91
2022,31,"Top Gun: Maverick
 27 Mayıs 2022",45
2022,31,"Jurassic World: Hâkimiyet
 10 Haziran 2022",58
2022,31,"Benden Ne Olur?
 14 Ocak 2022",87
2022,31,"Sihirbazlar Akademisi
 22 Temmuz 2022",100
2022,32,"Suikast Treni
 5 Ağustos 2022",420
2022,32,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",294
2022,32,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",319
2022,32,"DC Süper Evciller Takımı
 29 Temmuz 2022",298
2022,32,"Afarid
 5 Ağustos 2022",130
2022,32,"Dayı: Bir Adamın Hikâyesi
 10 Aralık 2021",90
2022,32,"Çiykinley
 5 Ağustos 2022",135
2022,32,"Kendinden Kaçak
 8 Nisan 2022",87
2022,32,"Doğmamış
 5 Ağustos 2022",107
2022,32,"Aslan Hürkuş Kayıp Elmas
 7 Ocak 2022",88
2022,33,"Suikast Treni
 5 Ağustos 2022",356
2022,33,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",253
2022,33,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",293
2022,33,"Masal Şatosu: Gizemli Misafir
 12 Ağustos 2022",242
2022,33,"DC Süper Evciller Takımı
 29 Temmuz 2022",260
2022,33,"Laal Singh Chaddha
 12 Ağustos 2022",204
2022,33,"Korku Evi
 12 Ağustos 2022",113
2022,33,"Ma-Şer
 12 Ağustos 2022",127
2022,33,"Dilberay
 4 Şubat 2022",88
2022,33,"Aykut Enişte 2
 3 Aralık 2021",88
2022,34,"Suikast Treni
 5 Ağustos 2022",308
2022,34,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",223
2022,34,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",253
2022,34,"Hayır
 19 Ağustos 2022",261
2022,34,"Masal Şatosu: Gizemli Misafir
 12 Ağustos 2022",223
2022,34,"Ooops! Sevimli Tayfa
 19 Ağustos 2022",220
2022,34,"DC Süper Evciller Takımı
 29 Temmuz 2022",214
2022,34,"Laal Singh Chaddha
 12 Ağustos 2022",177
2022,34,"Koma
 19 Ağustos 2022",155
2022,34,"Semur 3: Kıyamet-i Cin
 3 Haziran 2022",115
2022,35,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",202
2022,35,"Suikast Treni
 5 Ağustos 2022",247
2022,35,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",207
2022,35,"Alem-i Cin 3: Salgın
 26 Ağustos 2022",209
2022,35,"After: Mutluluk
 26 Ağustos 2022",202
2022,35,"Hayır
 19 Ağustos 2022",219
2022,35,"DC Süper Evciller Takımı
 29 Temmuz 2022",124
2022,35,"Periler Ülkesi
 26 Ağustos 2022",159
2022,35,"Son Çıkmaz
 26 Ağustos 2022",252
2022,35,"Bergen
 4 Mart 2022",89
2022,36,"Hazine Avcısının Maceraları ve Zümrüt Tablet
 2 Eylül 2022",272
2022,36,"Örümcek-Adam: Eve Dönüş Yok
 17 Aralık 2021",410
2022,36,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",175
2022,36,"Suikast Treni
 5 Ağustos 2022",162
2022,36,"Canavar
 2 Eylül 2022",169
2022,36,"Davet
 2 Eylül 2022",131
2022,36,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",144
2022,36,"Top Gun: Maverick
 27 Mayıs 2022",87
2022,36,"Yalancı Şahit
 2 Eylül 2022",187
2022,36,"Alem-i Cin 3: Salgın
 26 Ağustos 2022",126
2022,37,"Hazine Avcısının Maceraları ve Zümrüt Tablet
 2 Eylül 2022",274
2022,37,"Örümcek-Adam: Eve Dönüş Yok
 17 Aralık 2021",334
2022,37,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",150
2022,37,"Evdeki Düşman: Başlangıç
 9 Eylül 2022",125
2022,37,"Tavşan Okulu: Çılgın Yumurtalar
 9 Eylül 2022",220
2022,37,"Acil İniş
 9 Eylül 2022",166
2022,37,"Suikast Treni
 5 Ağustos 2022",113
2022,37,"Jurassic World: Hâkimiyet
 10 Haziran 2022",85
2022,37,"Ah Be Birader
 9 Eylül 2022",214
2022,37,"Thor: Aşk ve Gök Gürültüsü
 8 Temmuz 2022",103
2022,38,"Hazine Avcısının Maceraları ve Zümrüt Tablet
 2 Eylül 2022",261
2022,38,"Üç Bin Yıllık Bekleyiş
 16 Eylül 2022",213
2022,38,"Cennete Bilet
 16 Eylül 2022",159
2022,38,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",133
2022,38,"Dokunma Hurdacının Kızı
 16 Eylül 2022",180
2022,38,"Moonfall
 4 Şubat 2022",84
2022,38,"Cânn
 16 Eylül 2022",139
2022,38,"Evdeki Düşman: Başlangıç
 9 Eylül 2022",106
2022,38,"Örümcek-Adam: Eve Dönüş Yok
 17 Aralık 2021",182
2022,38,"Tavşan Okulu: Çılgın Yumurtalar
 9 Eylül 2022",163
2022,39,"Tay
 23 Eylül 2022",316
2022,39,"Avatar
 18 Aralık 2009",244
2022,39,"Hazine Avcısının Maceraları ve Zümrüt Tablet
 2 Eylül 2022",229
2022,39,"Dert Etme Sevgilim
 23 Eylül 2022",146
2022,39,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",107
2022,39,"Cennete Bilet
 16 Eylül 2022",160
2022,39,"Doktor Strange Çoklu Evren Çılgınlığında
 6 Mayıs 2022",83
2022,39,"Sindirella ve Sevimli Arkadaşları
 23 Eylül 2022",208
2022,39,"Gazap
 23 Eylül 2022",136
2022,39,"Üç Bin Yıllık Bekleyiş
 16 Eylül 2022",182
2022,40,"Tay
 23 Eylül 2022",372
2022,40,"Avatar
 18 Aralık 2009",248
2022,40,"Gülümse
 30 Eylül 2022",158
2022,40,"Yanlış Anlama 2
 30 Eylül 2022",306
2022,40,"Hızlı Ayaklar - Olimpiyat Yolunda
 30 Eylül 2022",239
2022,40,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",82
2022,40,"Hazine Avcısının Maceraları ve Zümrüt Tablet
 2 Eylül 2022",128
2022,40,"Dert Etme Sevgilim
 23 Eylül 2022",142
2022,40,"Vesper
 30 Eylül 2022",84
2022,40,"Yudi: Yedikonuk Cinleri
 30 Eylül 2022",130
2022,41,"Tay
 23 Eylül 2022",321
2022,41,"Kim Bu Aile?
 7 Ekim 2022",704
2022,41,"Efsane Takım: Bilim Kahramanları
 7 Ekim 2022",231
2022,41,"Gülümse
 30 Eylül 2022",155
2022,41,"Komutan
 7 Ekim 2022",293
2022,41,"Amsterdam
 7 Ekim 2022",120
2022,41,"Avatar
 18 Aralık 2009",228
2022,41,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",56
2022,41,"Evrenler Savaşı
 7 Ekim 2022",102
2022,41,"Hızlı Ayaklar - Olimpiyat Yolunda
 30 Eylül 2022",121
2022,42,"Tay
 23 Eylül 2022",318
2022,42,"Kim Bu Aile?
 7 Ekim 2022",368
2022,42,"Sevmedim Deme
 14 Ekim 2022",329
2022,42,"Cadılar Bayramı Sona Eriyor
 14 Ekim 2022",175
2022,42,"Efsane Takım: Bilim Kahramanları
 7 Ekim 2022",176
2022,42,"Gulliver Dönüyor
 14 Ekim 2022",166
2022,42,"Gülümse
 30 Eylül 2022",143
2022,42,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",54
2022,42,"Kadın Kral
 14 Ekim 2022",174
2022,42,"Amsterdam
 7 Ekim 2022",118
2022,43,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",546
2022,43,"Black Adam
 21 Ekim 2022",517
2022,43,"Tay
 23 Eylül 2022",254
2022,43,"Bandırma Füze Kulübü
 21 Ekim 2022",426
2022,43,"Kim Bu Aile?
 7 Ekim 2022",300
2022,43,"Sevmedim Deme
 14 Ekim 2022",211
2022,43,"Gülümse
 30 Eylül 2022",52
2022,43,"Cadılar Bayramı Sona Eriyor
 14 Ekim 2022",135
2022,43,"Minyonlar 2: Gru'nun Yükselişi
 1 Temmuz 2022",23
2022,43,"Amsterdam
 7 Ekim 2022",58
